Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Tokyo (1964),1964,Aquatics,Water polo,Ozren Bonacic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Zoran Jankovic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Milan Muskatirovic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Antun Nardeli,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Franjo Nonkovic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Vinko Rosic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Mirko Sandic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Zlatko Simenc,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Bozidar Stanisic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Karlo Stipanic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Aquatics,Water polo,Ivo Trumbic,YUG,Men,water polo men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Ronald Clarke,AUS,Men,10000m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,William Mills,USA,Men,10000m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Mohamed Gammoudi,TUN,Men,10000m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,"Henry Winston ""Harry"" Jerome",CAN,Men,100m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Robert Hayes,USA,Men,100m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Enrique Figuerola camue,CUB,Men,100m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Ewa Klobukowska,POL,Women,100m women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Wyomia Tyus,USA,Women,100m women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Edith Marie Mcguire,USA,Women,100m women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Anatoly Mikhaylov,URS,Men,110m hurdles men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Hayes Jones,USA,Men,110m hurdles men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Harold Blaine Lindgren,USA,Men,110m hurdles men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,John Davies,NZL,Men,1500m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Peter Snell,NZL,Men,1500m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Josef Odlozil,TCH,Men,1500m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Edwin Roberts,TRI,Men,200m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Henry Carr,USA,Men,200m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Otis Paul Drayton,USA,Men,200m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Marilyn Mary Black-vassella,AUS,Women,200m women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Edith Marie Mcguire,USA,Women,200m women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Irena Szewinska,POL,Women,200m women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Vladimir Golubnichy,URS,Men,20km walk men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Kenneth Joseph Matthews,GBR,Men,20km walk men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Dieter Lindner,EUA,Men,20km walk men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Ivan Belyaev,URS,Men,3000m steeplechase men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Gaston Roelants,BEL,Men,3000m steeplechase men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Maurice Herriott,GBR,Men,3000m steeplechase men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Andrzej Badenski,POL,Men,400m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Michael Denny Larrabee,USA,Men,400m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Wendell Adrian Mottley,TRI,Men,400m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Judith Florence Amoore-pollock,AUS,Women,400m women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Betty Cuthbert,AUS,Women,400m women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ann Elizabeth Packer,GBR,Women,400m women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Salvatore Morale,ITA,Men,400m hurdles men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Warren (Rex) Jay Cawley,USA,Men,400m hurdles men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,John Hugh Cooper,GBR,Men,400m hurdles men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Jocelyn Delecour,FRA,Men,4x100m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Paul Genevay,FRA,Men,4x100m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Bernard Laidebeur,FRA,Men,4x100m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Claude Piquemal,FRA,Men,4x100m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Gerald Howard Ashworth,USA,Men,4x100m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Otis Paul Drayton,USA,Men,4x100m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Robert Hayes,USA,Men,4x100m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Richard Vaughn Stebbins,USA,Men,4x100m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Marjan Dudziak,POL,Men,4x100m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Marjan Foik,POL,Men,4x100m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Wieslaw Jan Maniak,POL,Men,4x100m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Andrzej Zielinski,POL,Men,4x100m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Daphne Arden,GBR,Women,4x100m relay women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Mary Denise Bignal-rand,GBR,Women,4x100m relay women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Dorothy Hyman,GBR,Women,4x100m relay women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Janet Mary Simpson,GBR,Women,4x100m relay women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Halina Herrmann-gorecka-richter,POL,Women,4x100m relay women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ewa Klobukowska,POL,Women,4x100m relay women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Irena Szewinska,POL,Women,4x100m relay women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Teresa Barbara Wieczorek-cieply,POL,Women,4x100m relay women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Edith Marie Mcguire,USA,Women,4x100m relay women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Wyomia Tyus,USA,Women,4x100m relay women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Marilyn Elaine White,USA,Women,4x100m relay women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Willie B. White,USA,Women,4x100m relay women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Kent Bede Bernard,TRI,Men,4x400m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Wendell Adrian Mottley,TRI,Men,4x400m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Edwin Roberts,TRI,Men,4x400m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Edwin Skinner,TRI,Men,4x400m relay men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Henry Carr,USA,Men,4x400m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ollan Conley Cassell,USA,Men,4x400m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Michael Denny Larrabee,USA,Men,4x400m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ulis C. Williams,USA,Men,4x400m relay men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Robbie Ian Brightwell,GBR,Men,4x400m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,John Hugh Cooper,GBR,Men,4x400m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Timothy Joseph Michael Graham,GBR,Men,4x400m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Adrian Peter Metcalfe,GBR,Men,4x400m relay men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,William Solon Dellinger,USA,Men,5000m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Robert Keyser Schul,USA,Men,5000m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Harald Norpoth,EUA,Men,5000m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Ingvar Pettersson,SWE,Men,50km walk men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Abdon Pamich,ITA,Men,50km walk men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Paul Vincent Nihill,GBR,Men,50km walk men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Wilson Chuma Kiprugut,KEN,Men,800m men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Peter Snell,NZL,Men,800m men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,William Frederick Crothers,CAN,Men,800m men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Ann Marise Chamberlain,NZL,Women,800m women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Ann Elizabeth Packer,GBR,Women,800m women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Maryvonne Dupureur,FRA,Women,800m women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Pamela Kilborn-ryan-nelson,AUS,Women,80m hurdles women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Karin Richert-balzer,EUA,Women,80m hurdles women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Teresa Barbara Wieczorek-cieply,POL,Women,80m hurdles women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Hans Joachim Walde,EUA,Men,decathlon men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Willi Holdorf,EUA,Men,decathlon men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Rein Aun,URS,Men,decathlon men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,David Lawson Weill,USA,Men,discus throw men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Alfred Oerter,USA,Men,discus throw men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ludvik Danek,TCH,Men,discus throw men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Lia Manoliu,ROU,Women,discus throw women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Tamara Press,URS,Women,discus throw women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ingrid Lotz,EUA,Women,discus throw women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Uwe Beyer,EUA,Men,hammer throw men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Romuald Klim,URS,Men,hammer throw men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Gyula Zsivotzky,HUN,Men,hammer throw men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,John Barnett Rambo,USA,Men,high jump men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Valeri Brumel,URS,Men,high jump men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,John Curtis Thomas,USA,Men,high jump men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Taisiya Chenchik,URS,Women,high jump women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Iolanda Balas,ROU,Women,high jump women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Michelle Mary Mason-brown,AUS,Women,high jump women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Yanis Lusis,URS,Men,javelin throw men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Pauli Lauri Nevala,FIN,Men,javelin throw men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Gergely Kulcsar,HUN,Men,javelin throw men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Elena Gorchakova,URS,Women,javelin throw women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Mihaela Penes,ROU,Women,javelin throw women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Marta Antal-rudas,HUN,Women,javelin throw women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Igor Ter-ovanesyan,URS,Men,long jump men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Lynn Davies,GBR,Men,long jump men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Ralph Harold Boston,USA,Men,long jump men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Tatyana Shchelkanova,URS,Women,long jump women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Mary Denise Bignal-rand,GBR,Women,long jump women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Irena Szewinska,POL,Women,long jump women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Kokichi Tsuburaya,JPN,Men,marathon men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Abebe Bikila,ETH,Men,marathon men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Benjamin Basil Heatley,GBR,Men,marathon men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Galina Bystrova,URS,Women,pentathlon women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Iryna Press,URS,Women,pentathlon women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Mary Denise Bignal-rand,GBR,Women,pentathlon women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Klaus Lehnertz,EUA,Men,pole vault men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Frederick Morgan Hansen,USA,Men,pole vault men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Wolfgang Reinhardt,EUA,Men,pole vault men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Vilmos Varju,HUN,Men,shot put men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Dallas Crutcher III Long,USA,Men,shot put men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,James Randel Matson,USA,Men,shot put men,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Galina Zybina,URS,Women,shot put women,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Tamara Press,URS,Women,shot put women,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Renate Garisch-culmberger-boy,EUA,Women,shot put women,Silver,0,1,0
Tokyo (1964),1964,Athletics,Athletics,Viktor Kravchenko,URS,Men,triple jump men,Bronze,0,0,1
Tokyo (1964),1964,Athletics,Athletics,Jozef Schmidt,POL,Men,triple jump men,Gold,1,0,0
Tokyo (1964),1964,Athletics,Athletics,Oleg Fedoseev,URS,Men,triple jump men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Edson Bispo dos santos,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Friedrich Wilhelm Braun,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Carmo De souza,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Sergio De toledo machado,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Carlos Domingo massoni,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Jose Edvar simoes,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Wlamir Marques,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Victor Mirshawska,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Antonio Pasos amaury,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Maciel Pereira ubiratan,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Antonio Salvador sucar,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,Eduardo Schall jatyr,BRA,Men,basketball men,Bronze,0,0,1
Tokyo (1964),1964,Basketball,Basketball,James Barnes,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,William Warren Bradley,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Lawrence Harvey Brown,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Joseph Louis Caldwell,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Melvin Grant Counts,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Richard Allen Davies,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Walter Raphael Hazzard,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Lucius Brown Jackson,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,John Paul Mccaffrey,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Jeffry Vincent Mullins,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Jeremy Franklin Shipp,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,George Wilson,USA,Men,basketball men,Gold,1,0,0
Tokyo (1964),1964,Basketball,Basketball,Armenak Alachachan,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Nikolai Bagley,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Yuris Kalnynsh,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Vyacheslav Khrynin,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Yuri Korneev,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Yanis Krumins,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Yaak Lipso,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Levan Moseshvili,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Valdis Muizhniek,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Aleksandr Petrov,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Aleksandr Travin,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Basketball,Basketball,Gennadi Volnov,URS,Men,basketball men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Robert John Carmody,USA,Men,- 51kg (flyweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Stanislav Sorokin,URS,Men,- 51kg (flyweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Fernando Atzori,ITA,Men,- 51kg (flyweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Artur Olech,POL,Men,- 51kg (flyweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Vadim Emelyanov,URS,Men,+ 81kg (heavyweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Giuseppe Ros,ITA,Men,+ 81kg (heavyweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Joseph Frazier,USA,Men,+ 81kg (heavyweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Hans Huber,EUA,Men,+ 81kg (heavyweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Juan Fabila mendoza,MEX,Men,51 - 54kg (bantamweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Washington Rodriguez,URU,Men,51 - 54kg (bantamweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Takao Sakurai,JPN,Men,51 - 54kg (bantamweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Shin-Cho Chung,KOR,Men,51 - 54kg (bantamweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Charles Brown,USA,Men,54 - 57kg (featherweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Heinz Schulz,EUA,Men,54 - 57kg (featherweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Stanislav Stepashkin,URS,Men,54 - 57kg (featherweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Anthony N. Villanueva,PHI,Men,54 - 57kg (featherweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Ronald Allen Harris,USA,Men,57 - 60kg (lightweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,James Vincent Mccourt,IRL,Men,57 - 60kg (lightweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Jozef Grudzien,POL,Men,57 - 60kg (lightweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Vellikton Barannikov,URS,Men,57 - 60kg (lightweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Edward Blay,GHA,Men,60 - 63.5kg (light-welterweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Habib Galhia,TUN,Men,60 - 63.5kg (light-welterweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Jerzy Kulej,POL,Men,60 - 63.5kg (light-welterweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Yevgeni Frolov,URS,Men,60 - 63.5kg (light-welterweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Silvano Bertini,ITA,Men,63.5 - 67kg (welterweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Pertti Ilmari Purhonen,FIN,Men,63.5 - 67kg (welterweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Marian Kasprzyk,POL,Men,63.5 - 67kg (welterweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Rikardas Tamulis,URS,Men,63.5 - 67kg (welterweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Jozef Grzesiak,POL,Men,67 - 71kg (light-middleweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Nojim Maiyegun,NGR,Men,67 - 71kg (light-middleweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Boris Lagutin,URS,Men,67 - 71kg (light-middleweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Joseph Gonzales,FRA,Men,67 - 71kg (light-middleweight) men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Franco Valle,ITA,Men,71-75kg men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Tadeusz Walasek,POL,Men,71-75kg men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Valeri Popenchenko,URS,Men,71-75kg men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Emil Schulz,EUA,Men,71-75kg men,Silver,0,1,0
Tokyo (1964),1964,Boxing,Boxing,Aleksandr Nikolov,BUL,Men,75 - 81kg (light-heavyweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Zbigniew Pietrzykowski,POL,Men,75 - 81kg (light-heavyweight) men,Bronze,0,0,1
Tokyo (1964),1964,Boxing,Boxing,Cosimo Pinto,ITA,Men,75 - 81kg (light-heavyweight) men,Gold,1,0,0
Tokyo (1964),1964,Boxing,Boxing,Aleksei Kiselev,URS,Men,75 - 81kg (light-heavyweight) men,Silver,0,1,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Yevgeni Penyaev,URS,Men,C-1 1000m (canoe single) men,Bronze,0,0,1
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Jürgen Eschert,EUA,Men,C-1 1000m (canoe single) men,Gold,1,0,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Andrei Igorov,ROU,Men,C-1 1000m (canoe single) men,Silver,0,1,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Peer Norrbohm Nielsen,DEN,Men,C-2 1000m (canoe double) men,Bronze,0,0,1
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,John Rungsted Sörensen,DEN,Men,C-2 1000m (canoe double) men,Bronze,0,0,1
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Andrei Khimich,URS,Men,C-2 1000m (canoe double) men,Gold,1,0,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Stepan Oshchepkov,URS,Men,C-2 1000m (canoe double) men,Gold,1,0,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Jean Boudehen,FRA,Men,C-2 1000m (canoe double) men,Silver,0,1,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Michel Chapuis,FRA,Men,C-2 1000m (canoe double) men,Silver,0,1,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Aurel Vernescu,ROU,Men,K-1 1000m (kayak single) men,Bronze,0,0,1
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Rolf Peterson,SWE,Men,K-1 1000m (kayak single) men,Gold,1,0,0
Tokyo (1964),1964,Canoe / Kayak,Canoe / Kayak F,Mihaly Hesz,HUN,Men,K-1 1000m (kayak single) men,Silver,0,1,0
